event,tpos,bank,beta,crush,fwd,xb_fwd,rel,alpha
2025-06-01,5377,ICBCT,-0.07135739249993824,0.23827559642093665,-0.04213294320790806,-0.005508408257862918,-0.03662453495004514,-0.04252600885801428
2025-06-01,5377,ISCTR,0.06339643461433263,0.017772305226623875,0.056169498236156024,-0.005508408257862918,0.06167790649401894,0.05651871168010468
2025-06-01,5377,SKBNK,-0.04465248619795102,-0.14984852423023154,0.05656103325237738,-0.005508408257862918,0.0620694415102403,0.05631506912867048
2025-06-01,5377,TSKB,-0.09115497147938906,0.06507187450551255,-0.00459562243534728,-0.005508408257862918,0.0009127858225156382,-0.005097741232989605
2025-06-01,5377,VAKBN,0.09071352042554746,0.028324086239436497,0.04749340081690545,-0.005508408257862918,0.05300180907476837,0.04799308792191735
2025-06-01,5377,YKBNK,0.09931425910531858,0.08388273284876924,0.045595067366332565,-0.005508408257862918,0.05110347562419548,0.04614213085131184
2025-10-16,5473,AKBNK,0.08322768146785141,0.04057021162337038,0.10488245648057726,0.08059364684166948,0.024288809638907782,0.09817483411290628
2025-10-16,5473,ALBRK,0.1227335301176635,0.13550990995021395,0.0865633312630727,0.08059364684166948,0.005969684421403221,0.07667178848113831
2025-10-16,5473,GARAN,0.09978680008052947,0.029591431952002867,0.11618251822098702,0.08059364684166948,0.035588871379317544,0.10814033609583655
2025-10-16,5473,HALKB,-0.07691313391397928,0.19904867345066501,0.05112314912570737,0.08059364684166948,-0.029470497715962107,0.05732185907785665
2025-10-16,5473,ICBCT,-0.03758940511115581,0.03512615981558864,0.02550336403823361,0.08059364684166948,-0.055090282803435864,0.02853283127875055
2025-10-16,5473,ISCTR,0.08682312853783891,-0.008160980508181481,0.11658038273842841,0.08059364684166948,0.03598673589675894,0.10958299017936095
2025-10-16,5473,SKBNK,-0.05416632267164947,0.07669831812255623,0.21492545896289483,0.08059364684166948,0.13433181212122536,0.21929092044300566
2025-10-16,5473,TSKB,0.005931336502051518,0.05663137321368106,0.09083201049367462,0.08059364684166948,0.010238363652005145,0.09035398245432917
2025-10-16,5473,VAKBN,0.14609949307438608,0.01641361284027243,0.12589284566288073,0.08059364684166948,0.04529919882121125,0.11411815471429672
2025-10-16,5473,YKBNK,0.08336583602866852,0.03830696973786685,0.17663612023007635,0.08059364684166948,0.09604247338840688,0.16991736348252132
2026-03-08,5572,AKBNK,0.12985994155497904,0.06854987230103582,-0.04483683761987667,-0.08596872062810668,0.04113188300823001,-0.033672944583554416
2026-03-08,5572,ALBRK,0.11873507823134902,0.09023452979478086,0.008663328580670981,-0.08596872062810668,0.09463204920877766,0.018870831349898216
2026-03-08,5572,GARAN,0.12078231993343101,0.03404143480588162,-0.043414285861141155,-0.08596872062810668,0.04255443476696552,-0.033030784341969426
2026-03-08,5572,HALKB,-0.1228143436979289,0.09992098072142397,-0.20276497622206746,-0.08596872062810668,-0.11679625559396078,-0.213323168224559
2026-03-08,5572,ICBCT,-0.006071951796788764,0.08145017867568527,0.14797141253053736,-0.08596872062810668,0.23394013315864404,0.1474494146028519
2026-03-08,5572,ISCTR,0.12506999945547395,0.02892001271717204,-0.055437122214703094,-0.08596872062810668,0.030531598413403582,-0.044685014372558
2026-03-08,5572,SKBNK,0.009542900504619017,0.2996643628257295,-0.006822675140053525,-0.08596872062810668,0.07914604548805315,-0.006002284192590114
2026-03-08,5572,TSKB,0.043183024061291424,0.054429505061541095,0.030716698224246386,-0.08596872062810668,0.11668541885235306,0.03442908755564836
2026-03-08,5572,VAKBN,0.11151422635161808,0.0886054944648299,-0.08086561044879503,-0.08596872062810668,0.005103110179311643,-0.07127887507751332
2026-03-08,5572,YKBNK,0.12472317340567193,0.10242141625093704,-0.04469917779614563,-0.08596872062810668,0.04126954283196105,-0.033976886145782516
